key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_AKTKCT102_04731_SEQ_00,<hex:024804F201F603><hex:024904F201F703>特殊規則： 職業固定<hex:0249020103><hex:0248020103><hex:02100103>中庸工藝館前的喬菈·佐開始著手改良莫雯卓越工具。
1,TEXT_AKTKCT102_04731_SEQ_01,※本任務為<hex:024804F201F603><hex:024904F201F703><hex:0249020103><hex:0248020103> 職業固定任務，<hex:02100103>　需要與接受任務時的職業相同才可繼續進行任務。<hex:02100103><hex:02100103>改良莫雯卓越工具所需的材料，可使用交易資本與秦娜娜兌換。將背包或兵裝庫中的莫雯卓越工具和材料交給中庸工藝館前的喬菈·佐，拜託她進行下一階段的改良。
2,TEXT_AKTKCT102_04731_SEQ_02,莫雯卓越工具的改良工作進展到了第2階段。成功將莫雯卓越工具改良得越發趁手了。為了進一步提升工具的性能，與喬菈·佐等人一起繼續改良莫雯卓越工具。
3,TEXT_AKTKCT102_04731_SEQ_03,
4,TEXT_AKTKCT102_04731_SEQ_04,
5,TEXT_AKTKCT102_04731_SEQ_05,
6,TEXT_AKTKCT102_04731_SEQ_06,
7,TEXT_AKTKCT102_04731_SEQ_07,
8,TEXT_AKTKCT102_04731_SEQ_08,
9,TEXT_AKTKCT102_04731_SEQ_09,
10,TEXT_AKTKCT102_04731_SEQ_10,
11,TEXT_AKTKCT102_04731_SEQ_11,
12,TEXT_AKTKCT102_04731_SEQ_12,
13,TEXT_AKTKCT102_04731_SEQ_13,
14,TEXT_AKTKCT102_04731_SEQ_14,
15,TEXT_AKTKCT102_04731_SEQ_15,
16,TEXT_AKTKCT102_04731_SEQ_16,
17,TEXT_AKTKCT102_04731_SEQ_17,
18,TEXT_AKTKCT102_04731_SEQ_18,
19,TEXT_AKTKCT102_04731_SEQ_19,
20,TEXT_AKTKCT102_04731_SEQ_20,
21,TEXT_AKTKCT102_04731_SEQ_21,
22,TEXT_AKTKCT102_04731_SEQ_22,
23,TEXT_AKTKCT102_04731_SEQ_23,
24,TEXT_AKTKCT102_04731_TODO_00,卸下<hex:0208F20121E4E80509FF0F><hex:02280BFF05>Item<hex:F2973B0103><hex:FFF20109><hex:0208F20103E4E8050AFF0F><hex:02280BFF05>Item<hex:F2973C0103><hex:FFF0EC><hex:0208F0E7E4E8050BFF0F><hex:02280BFF05>Item<hex:F2973D0103><hex:FFF0D0><hex:0208CDE4E8050CFF0F><hex:02280BFF05>Item<hex:F2973E0103><hex:FFB7><hex:0208B3E4E8050DFF0F><hex:02280BFF05>Item<hex:F2973F0103><hex:FF9D><hex:020899E4E8050EFF0F><hex:02280BFF05>Item<hex:F297400103><hex:FF83><hex:02087FE4E8050FFF0F><hex:02280BFF05>Item<hex:F297410103><hex:FF69><hex:020865E4E80510FF0F><hex:02280BFF05>Item<hex:F297420103><hex:FF4F><hex:02084BE4E80511FF0F><hex:02280BFF05>Item<hex:F297430103><hex:FF35><hex:020831E4E80512FF0F><hex:02280BFF05>Item<hex:F297440103><hex:FF1B><hex:020817E4E80513FF0F><hex:02280BFF05>Item<hex:F297450103><hex:FF01><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03>放入兵裝庫或背包<hex:02100103><hex:0208F202B7E4E80509FF32>收集<hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297740103><hex:FFF2027C><hex:0208F20276E4E8050AFF32>收集<hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297750103><hex:FFF2023B><hex:0208F20235E4E8050BFF32>收集<hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297760103><hex:FFF201FA><hex:0208F201F4E4E8050CFF32>收集<hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297770103><hex:FFF201B9><hex:0208F201B3E4E8050DFF32>收集<hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297780103><hex:FFF20178><hex:0208F20172E4E8050EFF32>收集<hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297790103><hex:FFF20137><hex:0208F20131E4E8050FFF32>收集<hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F2977A0103><hex:FFF0F7><hex:0208F0F2E4E80510FF32>收集<hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F2977B0103><hex:FFBA><hex:0208B6E4E80511FF33>收集<hex:024804F2023B03><hex:024904F2023C03>180個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297910103><hex:FF7C><hex:020878E4E80512FF33>收集<hex:024804F2023B03><hex:024904F2023C03>180個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297900103><hex:FF3E><hex:02083AE4E80513FF32>收集<hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297920103><hex:FF01><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:02100103><hex:0208B0E4E80511FF31><hex:024804F2023B03><hex:024904F2023C03>180個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297870103><hex:02100103><hex:FF78><hex:020874E4E80512FF31><hex:024804F2023B03><hex:024904F2023C03>180個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297850103><hex:02100103><hex:FF3C><hex:020838E4E80513FF30><hex:024804F2023B03><hex:024904F2023C03>60個<hex:0249020103><hex:0248020103><hex:02280BFF05>Item<hex:F297930103><hex:02100103><hex:FF01><hex:03><hex:03><hex:03>交給中庸工藝館前的喬菈·佐
25,TEXT_AKTKCT102_04731_TODO_01,
26,TEXT_AKTKCT102_04731_TODO_02,
27,TEXT_AKTKCT102_04731_TODO_03,
28,TEXT_AKTKCT102_04731_TODO_04,
29,TEXT_AKTKCT102_04731_TODO_05,
30,TEXT_AKTKCT102_04731_TODO_06,
31,TEXT_AKTKCT102_04731_TODO_07,
32,TEXT_AKTKCT102_04731_TODO_08,
33,TEXT_AKTKCT102_04731_TODO_09,
34,TEXT_AKTKCT102_04731_TODO_10,
35,TEXT_AKTKCT102_04731_TODO_11,
36,TEXT_AKTKCT102_04731_TODO_12,
37,TEXT_AKTKCT102_04731_TODO_13,
38,TEXT_AKTKCT102_04731_TODO_14,
39,TEXT_AKTKCT102_04731_TODO_15,
40,TEXT_AKTKCT102_04731_TODO_16,
41,TEXT_AKTKCT102_04731_TODO_17,
42,TEXT_AKTKCT102_04731_TODO_18,
43,TEXT_AKTKCT102_04731_TODO_19,
44,TEXT_AKTKCT102_04731_TODO_20,
45,TEXT_AKTKCT102_04731_TODO_21,
46,TEXT_AKTKCT102_04731_TODO_22,
47,TEXT_AKTKCT102_04731_TODO_23,
48,TEXT_AKTKCT102_04731_SYSTEM_000_001,在任務「誠信為本的改良計劃」中將獲得當前職業<hex:02280EFF09>ClassJob<hex:E9450103>的主工具，<hex:02100103>確定要以<hex:02280EFF09>ClassJob<hex:E9450103>職業接受任務嗎？
49,TEXT_AKTKCT102_04731_Q1_000_000,要改良<hex:02280EFF09>ClassJob<hex:E9450103>的莫雯卓越工具嗎？
50,TEXT_AKTKCT102_04731_A1_000_001,再考慮一下
51,TEXT_AKTKCT102_04731_A1_000_002,改良<hex:02280EFF09>ClassJob<hex:E9450103>的莫雯卓越工具
52,TEXT_AKTKCT102_04731_SYSTEM_000_004,接受任務「誠信為本的改良計劃」後，<hex:02100103>直至完成或放棄該任務，<hex:02100103>其間都無法同時以其他職業重覆接受該任務。
53,TEXT_AKTKCT102_04731_SYSTEM_000_005,請切換成想要改良的莫雯卓越工具所對應的職業，<hex:02100103>再次與喬菈·佐交談。
54,TEXT_AKTKCT102_04731_SYSTEM_000_003,需持有或裝備上<hex:02280AFF05>Item<hex:E8020103>，<hex:02100103>才能進行任務「誠信為本的改良計劃」。
55,TEXT_AKTKCT102_04731_SYSTEM_100_004,已擁有<hex:02280AFF05>Item<hex:E8020103>。<hex:02100103>請切換成其他職業，再次與喬菈·佐交談。
56,TEXT_AKTKCT102_04731_CHORAZOI_000_007,你看過交給你的工具了嗎？<hex:02100103>我們要以它為原型，改良製作莫雯卓越工具，<hex:02100103>我正在看拿到的設計圖呢！
57,TEXT_AKTKCT102_04731_CHORAZOI_000_008,蓋雷諾爾特的設計圖可真厲害呀！<hex:02100103>將已經完成的工具，分數個階段改良打磨，<hex:02100103>成品簡直像是進化了一樣……厲害！
58,TEXT_AKTKCT102_04731_GRENOLDT_000_009,能從圖紙上就看出我的意圖，你也很厲害。<hex:02100103>那麼，現在讓我們著手開始改良計劃吧。
59,TEXT_AKTKCT102_04731_CHORAZOI_000_010,嗚哇！真的現在就開始了嗎！<hex:02100103>我我我、我會努、努力的！
60,TEXT_AKTKCT102_04731_GRENOLDT_000_011,首先，我們要把材料都備齊。<hex:02100103>雖說莫雯卓越商會那邊說會替我們準備好需要的東西，<hex:02100103>但有些稀有的材料很難獲得。
61,TEXT_AKTKCT102_04731_GRENOLDT_000_012,所以我希望能藉助你的本領，<hex:02100103>為莫雯卓越商會製作一些等價的物品，用來交易交換。<hex:02100103>這個過程，希望你能使用接下來要改良的莫雯卓越工具來做。
62,TEXT_AKTKCT102_04731_GRENOLDT_000_013,使用並習慣作為雛形的武器，找到其將來的可能性，<hex:02100103>才能讓你判斷我們改良的方向是否正確。<hex:02100103>我希望能將這個任務交給你這位優秀的工匠。
63,TEXT_AKTKCT102_04731_CHORAZOI_000_015,我也會以不浪費稀有材料為目標，<hex:02100103>研讀改良的工程進展，多加練習！
64,TEXT_AKTKCT102_04731_GRENOLDT_000_016,好！就是要這樣的氣勢。<hex:02100103>我也要努力不愧對<hex:022903EB0203>的幫助，<hex:02100103>全心全意地完成我作為工匠的工作！
65,TEXT_AKTKCT102_04731_CHORAZOI_000_017,你還願意幫忙改良莫雯卓越工具嗎？<hex:02100103>太好啦！我們這就開始製作新的莫雯卓越工具吧！
66,TEXT_AKTKCT102_04731_CHORAZOI_000_018,那……這次需要的材料是<hex:02100103><hex:02280AFF05>Item<hex:E8020103>！
67,TEXT_AKTKCT102_04731_CHORAZOI_100_018,然後，為了讓商會那邊提供我們需要的稀有材料，<hex:02100103>希望你可以準備一些能作為交易資本的<hex:0208F0DCE4E80202FF11><hex:02280DFF07>ItemMP<hex:F297640103><hex:FFC5><hex:0208C1E4E80203FF11><hex:02280DFF07>ItemMP<hex:F297650103><hex:FFA9><hex:0208A5E4E80204FF11><hex:02280DFF07>ItemMP<hex:F297660103><hex:FF8D><hex:020889E4E80205FF11><hex:02280DFF07>ItemMP<hex:F297670103><hex:FF71><hex:02086DE4E80206FF11><hex:02280DFF07>ItemMP<hex:F297680103><hex:FF55><hex:020851E4E80207FF11><hex:02280DFF07>ItemMP<hex:F297690103><hex:FF39><hex:020835E4E80208FF11><hex:02280DFF07>ItemMP<hex:F2976A0103><hex:FF1D><hex:020819E4E80209FF11><hex:02280DFF07>ItemMP<hex:F2976B0103><hex:FF01><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03>。
68,TEXT_AKTKCT102_04731_CHORAZOI_000_020,對了，別忘了蓋雷諾爾特的話，<hex:02100103>製作的時候一定要使用之後要改良的莫雯卓越工具！
69,TEXT_AKTKCT102_04731_CHORAZOI_000_021,等你完成之後，把成品交給那邊的秦娜娜就好！<hex:02100103>她會為你交換商會收集來的稀有材料。<hex:02100103>你要是忘記了這些手續，可以過來請蓋雷諾爾特教你。
70,TEXT_AKTKCT102_04731_CHORAZOI_000_019,那……這次需要的材料是<hex:02100103><hex:02280AFF05>Item<hex:E8020103>和<hex:02100103><hex:02280AFF05>Item<hex:E8030103>！
71,TEXT_AKTKCT102_04731_CHORAZOI_100_019,需要的<hex:02280AFF05>Item<hex:E8020103>商會那邊會為我們準備，<hex:02100103>希望你能收集一些<hex:020835E4E8030AFF11><hex:02280DFF07>ItemMP<hex:F297860103><hex:FF1D><hex:020819E4E8030BFF11><hex:02280DFF07>ItemMP<hex:F297840103><hex:FF01><hex:03><hex:03>作為交易資本<hex:02100103>用於交換。
72,TEXT_AKTKCT102_04731_CHORAZOI_100_020,對了，別忘了蓋雷諾爾特的話，<hex:02100103>採集的時候一定要使用之後要改良的莫雯卓越工具！
73,TEXT_AKTKCT102_04731_CHORAZOI_100_021,等你收集齊之後，把東西交給那邊的秦娜娜就好！<hex:02100103>她會為你交換商會收集來的稀有材料。<hex:02100103>你要是忘記了這些手續，可以過來請蓋雷諾爾特教你。
74,TEXT_AKTKCT102_04731_CHORAZOI_200_019,那……這次需要的材料是<hex:02100103><hex:02280AFF05>Item<hex:E8020103>和<hex:02100103><hex:02280AFF05>Item<hex:E8030103>！
75,TEXT_AKTKCT102_04731_CHORAZOI_300_019,然後，為了讓商會那邊提供我們需要的稀有材料，<hex:02100103>希望你能準備一些能作為交易資本的<hex:02100103><hex:02280DFF07>ItemMP<hex:F297880103>和<hex:02280DFF07>ItemMP<hex:F297890103>。
76,TEXT_AKTKCT102_04731_CHORAZOI_200_020,對了，別忘了蓋雷諾爾特的話，<hex:02100103>釣魚的時候一定要使用之後要改良的莫雯卓越工具！
77,TEXT_AKTKCT102_04731_CHORAZOI_200_021,等你收集齊之後，把東西交給那邊的秦娜娜就好！<hex:02100103>她會為你交換商會收集來的稀有材料。<hex:02100103>你要是忘記了這些手續，可以過來請蓋雷諾爾特教你。
78,TEXT_AKTKCT102_04731_SYSTEM_000_022,將主工具以及改良所需要的稀有材料<hex:02100103>交給中庸工藝館前的喬菈·佐，<hex:02100103>可獲得經過改良的工具。
79,TEXT_AKTKCT102_04731_SYSTEM_000_023,將交易資本交納給中庸工藝館前的秦娜娜<hex:02100103>就能獲得改良工具所需要的稀有材料。
80,TEXT_AKTKCT102_04731_SYSTEM_000_024,交易資本<hex:02100103>可以在製作筆記的「特殊配方」中，<hex:02100103>找到裡面的「莫雯卓越工具」項進行製作。
81,TEXT_AKTKCT102_04731_SYSTEM_000_025,此外，製作交易資本時需要裝備莫雯卓越工具。<hex:02100103>部分素材可以通過工票獲得。
82,TEXT_AKTKCT102_04731_SYSTEM_000_026,交易資本，<hex:02100103>可以通過採集筆記中的「莫雯卓越工具」項來確認採集地點。
83,TEXT_AKTKCT102_04731_SYSTEM_000_027,此外，採集交易資本時需要裝備莫雯卓越工具。
84,TEXT_AKTKCT102_04731_SYSTEM_000_028,可作為交易資本的魚，<hex:02100103>需要用到專用的釣餌。<hex:02100103>釣餌可以從秦娜娜處獲得。
85,TEXT_AKTKCT102_04731_SYSTEM_000_029,此外，釣可作為交易資本的魚時需要裝備莫雯卓越工具。
86,TEXT_AKTKCT102_04731_SYSTEM_000_030,完成本任務時，<hex:02100103>請卸下需要改良的莫雯卓越工具並放入背包或兵裝庫中。
87,TEXT_AKTKCT102_04731_GRENOLDT_000_031,你忘記了改良的步驟嗎？<hex:02100103>首先麻煩你用莫雯卓越工具準備出需要的交易資本。
88,TEXT_AKTKCT102_04731_GRENOLDT_000_032,之後只要你將籌集到的交易資本交給秦娜娜，<hex:02100103>她就能幫你把商會籌集的稀有材料準備好。<hex:02100103>一切都準備就緒後，你就去找喬菈·佐幫你改良工具吧。
89,TEXT_AKTKCT102_04731_SYSTEM_000_034,將主工具以及改良所需要的稀有材料<hex:02100103>交給中庸工藝館前的喬菈·佐，<hex:02100103>可獲得經過改良的工具。
90,TEXT_AKTKCT102_04731_SYSTEM_000_035,將交易資本交納給中庸工藝館前的秦娜娜<hex:02100103>就能獲得改良工具所需要的稀有材料。
91,TEXT_AKTKCT102_04731_SYSTEM_000_036,交換稀有材料所需的交易資本<hex:02100103>可以在製作筆記的「特殊配方」中，<hex:02100103>找到裡面的「莫雯卓越工具」項進行製作。
92,TEXT_AKTKCT102_04731_SYSTEM_000_037,此外，製作交易資本時需要裝備莫雯卓越工具。<hex:02100103>部分素材可以通過工票獲得。
93,TEXT_AKTKCT102_04731_SYSTEM_000_038,交換稀有材料所需的交易資本，<hex:02100103>可以通過採集筆記中的「莫雯卓越工具」項來確認採集地點。
94,TEXT_AKTKCT102_04731_SYSTEM_000_039,此外，採集交易資本時需要裝備莫雯卓越工具。
95,TEXT_AKTKCT102_04731_SYSTEM_000_040,可作為交易資本的魚，<hex:02100103>需要用到專用的釣餌。<hex:02100103>釣餌可以從秦娜娜處獲得。
96,TEXT_AKTKCT102_04731_SYSTEM_000_041,此外，釣可作為交易資本的魚時需要裝備莫雯卓越工具。
97,TEXT_AKTKCT102_04731_SYSTEM_000_042,完成本任務時，<hex:02100103>請卸下需要改良的莫雯卓越工具並放入背包或兵裝庫中。
98,TEXT_AKTKCT102_04731_CHORAZOI_000_050,<hex:022903EB0203>！謝謝你！<hex:02100103>需要的稀有材料都集齊了！<hex:02100103>請把需要改良的工具和材料都交給我吧！
99,TEXT_AKTKCT102_04731_CHORAZOI_000_051,千辛萬苦才收集來的稀有材料……<hex:02100103>我一定會讓它變成最棒的工具的！
100,TEXT_AKTKCT102_04731_GRENOLDT_000_052,無論是準備那麼多交易資本的<hex:022903EB0203>，<hex:02100103>還是通過特別的渠道收集稀有材料的莫雯閣下，<hex:02100103>你可要對得起<hex:020813E905FF07>她們<hex:FF07>他們<hex:03>的努力啊！
101,TEXT_AKTKCT102_04731_CHORAZOI_000_053,我這就去借用金屬工藝部的設備改良工具！<hex:02100103>請你在這裡稍等一會兒！
102,TEXT_AKTKCT102_04731_CHORAZOI_000_054,我回來啦！<hex:02100103>雖然使用稀有材料的時候很緊張，<hex:02100103>但我順利地把工具改良好啦！
103,TEXT_AKTKCT102_04731_CHORAZOI_000_055,因為我這都是照著蓋雷諾爾特的圖紙改良的，<hex:02100103>所以工具的性能提升應該是有保證的！
104,TEXT_AKTKCT102_04731_GRENOLDT_000_056,雖然我也在邊上一邊幫忙一邊看著，<hex:02100103>不過喬菈·佐自己的本事也是相當不錯的，<hex:02100103>可以放心地把東西交給<hex:022903EB0203>。
105,TEXT_AKTKCT102_04731_CHORAZOI_000_057,這次我也順利地把工具改良到了第二階段。<hex:02100103>我想這次調整新的工具的經歷，<hex:02100103>也讓我的能力稍稍提升了一些吧！
106,TEXT_AKTKCT102_04731_CHORAZOI_000_058,請收下吧！這就是改良完成的莫雯卓越工具！<hex:02100103><hex:02280AFF05>Item<hex:E8020103>！<hex:02100103>快來試試看吧！
107,TEXT_AKTKCT102_04731_SYSTEM_000_002,
